ﺭﺪﺼﻣ: hnit
ﻥﺩﺮﮐ-ﻊﯿﺠﺸﺗ-ﻭ ﮏﯾﺮﺤﺗ ﺲﻨﺟ: hven
subessive-ﺩﺭﻮﻣ: bvik
ﺯﺎﮔ-ﻝﺍﺪﭘ: glep
ﺶﺒﻄﻗ: pr6t
ﻪﯿﻠﻘﻧ-ﻪﻠﯿﺳﻭ-ﺲﻨﺟ: vlin
ﯽﻧﺪﻌﻣ-ﺲﻨﺟ: xrin
ﺪﻧﻮﺴﭘ-ﻞﻌﻓ: hvif
ﯽﺗﺎﺳﺎﺴﺣﺍ: pc6n
ﻡﻮﯾﺭﺎﻣﺎﺳ: sr6m
ﻩﺪﻨﻨﮐ-ﻞﯿﻬﺴﺗ: hs6t
ﺪﺣﺍﻭ-ﯽﻟﺎﯿﺧ: xyin
ﺭﻮﻧ-ﺖﻋﺮﺳ: kxac
ﯽﯾﺍﻮﻫ-ﯼﻭﺮﯿﻧ: hxes
ﻪﻧﻻ﻿ﺪﻤﻫ-ﺕﺬﻟ: pfec
ﯽﻧﺍﺮﺤﺑ-ﻪﻄﻘﻧ: qyit
ﺖﻗﻭ-ﻡﺎﻤﺗ: hxem
ﻢﯿﻨﻓﺎﻫ: xyam
ﯼﺭﺍﺩﺯﺎﺑ: hn6s
ﻥﺩﺍﺩ-ﺮﯿﯿﻐﺗ-ﺯﺍ ﻪﻌﻗﺍﻭ: qrin
ﻢﯿﻤﻟﻮﻫ: xlim
ﻥﺎﺴﻤﻫﺎﻧ-ﻪﻌﻗﺍﻭ: hf6t
ﻥﺎﻬﺟ-ﺲﻨﺟ: hvip
ﻞﺤﻣ-ﺲﻨﺟ: kxen
ﯼﺯﺎﺠﻣ-ﻩﺎﮕﺘﺳﺩ: hvim
ﺶﻫﻭﮋﭘ-ﺲﻨﺟ: txen
ﻪﻧﺍﺪﻨﻣﺮﻨﻫ-ﺲﻨﺟ: ts6n
crastinal-ﺖﻔﺳ: sl6t
ﻩﺪﯿﮑﭼ-ﺲﻨﺟ: srep
exocentric-ﺩﺭﻮﻣ: zrek
ﯼﺪﻌﺘﻣ-ﻞﻌﻓ: txif
ﮎﮊﺍﻭ: tfom
ﺐﺼﻌﺘﻣ-ﺖﺳﺮﭘ-ﻦﻬﯿﻣ: dvis
ﻪﺘﺷﺬﮔ-perfective: xrat
ﯼﺍ-ﻪﻓﺮﺣ-ﻭ ﯽﻨﻓ: hy6n
ﻢﯿﻘﺘﺴﻣ-ﺮﯿﻏ-ﯽﻧﺍﺮﻨﺨﺳ: tyoc
ﻦﯿﻣﻭﺩ-ﻥﺎﺑﺯ: draf
ﻪﺑ-ﻥﺩﻮﺑ: txis
ﻥﺎﺘﺳﺮﺒﻗ-ﻥﺎﮑﻣ-ﺮﯿﯿﻐﺗ: vrak
ﯽﻌﻤﺟ-ﻢﺳﺍ: hxos
absolutive-ﺩﺭﻮﻣ: bvuk
ﺭﻮﺒﺻ-ﻪﺷﺎﻣ: tr6t
ﺩﻮﺧ-ﺲﻔﻧ-ﻪﺑ ﺩﺎﻤﺘﻋﺍ: hs6s
ﻉﻮﻓﺪﻣ: hzos
ﯽﺑﺎﺗﺯﺎﺑ-ﺍﺪﺻ: hf6s
ﯽﺼﺨﺷﺮﯿﻏ-ﻞﻌﻓ: hxek
ﻢﯿﮔﺭﻮﺑ: br6m
ﺪﯿﻔﺳ-ﯼﺎﻀﻓ: hxep
ﯽﺘﯿﻔﯿﮐ-ﺩﺭﻮﻣ: dlok
ﻥﺎﺟ-ﯽﺑ-ﺲﻨﺟ: hj6n
ﻩﺪﻧﻮﺷ-ﺐﺒﺳ: qran
propositive-ﺖﻟﺎﺣ: psom
ﯽﻗﺮﺑ-ﯼﺭﺎﺟ: tr6n
ﯽﻨﻤﺠﻧﺍ-ﺩﺭﻮﻣ: nwok
ﯽﻟﺎﻋ-ﺩﺭﻮﻣ: tluk
ﻢﻫ-ﺭﺎﯿﺴﺑ: xyut
ﯽﻧﺎﻬﺟ-ﺲﻨﺟ: pxen
ﮎﺮﺤﺘﻣ-ﺭﻮﺗﺎﮑﯾﺭﺎﮐ: nwuk
ﻞﺑﺎﻘﺘﻣ-ﺍﺪﺻ: vrik
ﻥﺩﺮﮐ-ﯽﻧﻮﻧﺎﻗ: hqaf
ﺭﺩ-ﻦﯾﺮﺘﻤﮐ: vlas
ﺩﺭﻮﻣ-ﯼﺭﻮﺘﺳﺩ: qrak
ﺮﺑﺭﺎﮐ: pxut
ﻪﺘﺴﻫ-benefactive: kfef
ﺮﻠﮔ: hgop
:-Except-for: kcef
ﺝﺮﺨﻣ: dvan
ﯼﺮﮕﯾﺩ-ﺮﮔﺍ: lyek
ﯼﺭﻭ-ﮏﯾ: hx6s
ﺮﮕﯾﺪﮑﯾ: dles
ﯽﭘ-ﺭﺩ-ﯽﭘ ﺪﻨﺑ: lyuk
ﻥﺩﺮﮐ-ﺱﺎﺒﻟ: hxun
ﻩﺎﺗﻮﮐ-ﺭﺍﻮﻠﺷ: ht6k
ﻢﯾﺯﻭﺮﭙﺴﯾﺩ: prom
ﯼﺩﻭﺯ-ﻪﺑ-ﻩﺪﻨﯾﺁ ﺖﻔﺳ: rwec
SI-ﺪﺣﺍﻭ: vyin
ﻥﻮﺘﭙﯾﺮﮐ: kxon
ﻢﯾﻮﻟﺪﻨﻣ: dlem
ﯽﻠﻤﻋ-ﺍﺪﺻ: hp6s
antipassive-ﺍﺪﺻ: tsef
ﻡﻭﺍﺪﺗ-ﻪﺒﻨﺟ: ht6p
ﯼﺭﺎﻤﯿﺑ-ﺶﺑﺎﺗ: hr6k
necessitative-ﺖﻟﺎﺣ: hn6t
ﺎﻬﻨﺗ-ﻞﻤﻋ-ﻞﻌﻓ: hqek
railcar-ﺖﻌﻨﺻ: xlak
ﯽﻟﺎﻋ-ﻪﺟﺭﺩ: tlup
ﯼﺩﻮﺟﻭ-ﺪﻨﺑ: hs6k
ﻢﯿﻧﺮﻔﯿﻟﺎﮐ: kf6n
ﺮﺿﺎﺣ-ﯽﻔﺻﻭ-ﻪﺟﻭ: vrat
ﻥﺎﺸﺧﺭﺩ-ﺕﺪﺷ: hc6t
ﺩﺮﻔﻨﻣ-ﺩﺪﻋ: slus
ﯽﺷ-ﯼﺭﻮﺘﺳﺩ: hy6t
ﻝﺎﻌﻓ-ﺮﯿﻏ-ﯽﻔﺻﻭ ﻪﺟﻭ: vris
ﻩﺯﺍﺪﻧﺍ-ﺯﺍ-ﺶﯿﺑ ﻥﺎﻣﺯ ﺕﺪﻣ: kxic
ﻝﺎﯿﺳ-ﯽﻧﺍﺮﺤﺑ-ﻕﻮﻓ: sr6t
ﻥﺍﺰﯿﻣ-ﺯﺍ-ﻩﺩﺎﻣ: ks6t
postpositional-ﺩﺭﻮﻣ: pxok
ﯽﺑﺎﺨﺘﻧﺍ-ﺞﻨﺳ-ﺖﯿﻤﮐ: lwif
ﻢﯿﻨﯿﻟﻭﺩﺎﮔ: dl6n
epenthetic-ﮎﮊﺍﻭ: hp6m
ﻩﺪﻨﻨﮐ-ﯽﺜﻨﺧ-ﺞﻨﺳ ﺖﯿﻤﮐ: nwif
ﻢﯿﻧﺎﺘﺸﻧﺍ: ny6n
ﯽﻋﻮﻨﺼﻣ-ﻥﺎﺑﺯ: txac
ﯼﺪﻧﻮﯿﭘ-ﻩﺭﺫ: qrik
ﺭﻭﺩ-ﻩﺍﺭ-ﺯﺍ ﻩﺪﻨﯾﺁ ﺖﻔﺳ: twec
ﺭﺮﮑﻣ-ﻪﺒﻨﺟ: hfep
ﯽﻌﯾﺯﻮﺗ-ﺮﯿﻤﺿ: bvin
ﻪﺑﺎﻄﺧ-ﻖﻓﺍﻮﺗ: hk6m
ﻮﻣ-ﻥﻭﺪﺑ: blos
ﺮﻬﺷ-ﻪﻣﻮﺣ: syum
ﯽﻧﺎﻬﺟ-ﺞﻨﺳ-ﺖﯿﻤﮐ: vlit
ﺮﺗﻮﯿﭙﻣﺎﮐ-ﻲﺴﻳﻮﻧ-ﻪﻣﺎﻧﺮﺑ: mr6m
ﻥﻮﯾﺰﯾﻮﻠﺗ-ﻪﻣﺎﻧﺮﺑ: tr6m
ﻩﺭﺎﻤﺷ-ﺭﻭﺎﻨﺷ-ﺰﯿﻤﻣ: hvun
ﯼﺩﻮﺟﻭ-ﺞﻨﺳ-ﺖﯿﻤﮐ: tl6t
ﺯﻭﺭ-ﺯﺍ-ﺲﭘ ﺍﺩﺮﻓ: dwek
ﻦﯾﺰﮕﯾﺎﺟ-ﺞﻨﺳ-ﺖﯿﻤﮐ: lw6t
ﻕﻼ﻿ﺧﺍ-ﺪﺑ: hdup
ﻪﺘﺷﺬﮔ-ﻝﺎﻌﻓ-ﺮﯿﻏ ﯽﻔﺻﻭ ﻪﺟﻭ: hp6t
ﺯﻭﺭ-ﺯﺍ-ﺶﯿﭘ ﺯﻭﺮﯾﺩ: txet
ﯽﻧﺎﮑﻣ-ﯽﺘﯾﺍﺪﻫ-ﺩﺭﻮﻣ: tc6k
ﻑﻼ﻿ﺧ-ﻁﻭﺮﺸﻣ: ht6c
