ﺭﺪﺼﻤﻟﺍ-ﺔﻐﻴﺻ: hnit
ﻞﻴﻀﻔﺘﻟﺍ-ﺔﻐﻴﺻ-ﺔﻴﻤﻠﻌﻟﺍ ﺔﺟﺭﺪﻟﺍ: tlup
ﻱﺩﻮﺟﻭ-ﺪﻨﺑ: hs6k
ﻡﻮﻴﻧﺭﻮﻔﻴﻟﺎﻛ: kf6n
ﺮﺿﺎﺣ-ﻞﻋﺎﻔﻟﺍ-ﻢﺳﺇ: vrat
ءﻲﻀﻣ-ﺔﻓﺎﺜﻛ: hc6t
singulative-ﺩﺪﻋ: slus
ﻩﻮﺟﻭ-ﻦﻴﺑ-ﺔﻳﻮﺤﻨﻟﺍ: hy6t
ﻝﻮﻬﺠﻤﻠﻟ-ﻲﻨﺒﻣ-ﻞﻋﺎﻔﻟﺍ ﻢﺳﺇ: vris
ﻁﺮﻔﻣ-ﺓﺪﻣ: kxic
ﻞﺋﺎﺴﻟﺍ---ﺔﺟﺮﺤﻟﺍ ﻕﻮﻓ: sr6t
ﺔﻴﻤﻛ-ﻦﻣ-ﺓﺩﺎﻣ: ks6t
postpositional-ﺔﻟﺎﺣ: pxok
ﻱﺭﺎﻴﺘﺧﺍ-ﺔﻴﻤﻜﻟﺍ-ﺩﺪﺤﻣ: lwif
ﻱﺰﻠﻓ-ﺮﺼﻨﻋ-ﻡﻮﻴﻨﻴﻟﻭﺩﺎﻐﻟﺍ: dl6n
epenthetic-ﻢﻴﻓﺮﻣ: hp6m
ﺾﻓﺍﺭ-ﺔﻴﻤﻜﻟﺍ-ﺩﺪﺤﻣ: nwif
ﻡﻮﻴﻨﻳﺎﺘﺸﻨﻳﺁ: ny6n
ﻊﻨﻄﺼﻣ-ﺔﻐﻟ: txac
ﻡﺎﺿ-ﻢﻴﺴﺟ: qrik
ﺪﻌﺑ-ﻦﻋ-ﻞﺒﻘﺘﺴﻣ ﺮﺗﻮﺗ: twec
ﻱﺭﺮﻜﺗ-ﺐﻧﺎﺟ: hfep
ﻲﻌﻳﺯﻮﺗ-ﺮﻴﻤﺿ: bvin
ﺔﻴﻤﺳﺭ-ﺔﺒﻄﺧ-ﺔﻴﻗﺎﻔﺗﻻ﻿ﺍ: hk6m
ﻊﻠﺻﺃ: blos
ﺔﻴﺣﺎﺿ: syum
ﻲﻤﻟﺎﻋ-ﺔﻴﻤﻜﻟﺍ-ﺩﺪﺤﻣ: vlit
ﺏﻮﺳﺎﺤﻟﺍ-ﺔﺠﻣﺮﺑ: mr6m
ﻥﻮﻳﺰﻔﻠﺗ-ﺞﻣﺎﻧﺮﺑ: tr6m
ﻢﻗﺭ-ﺔﻄﻘﻧ-ﺔﻤﺋﺎﻌﻟﺍ: hvun
ﻱﺩﻮﺟﻭ-ﺔﻴﻤﻜﻟﺍ-ﺩﺪﺤﻣ: tl6t
ﻝﺍ-ﻡﻮﻳ-ﺪﻌﺑ ﺪﻏ ﻡﻮﻳ: dwek
ﻞﻳﺪﺒﻟﺍ-ﺔﻴﻤﻜﻟﺍ-ﺩﺪﺤﻣ: lw6t
ﺞﺋﺎﻫ: hdup
ﻲﺿﺎﻤﻟﺍ-ﻝﻮﻬﺠﻤﻠﻟ-ﻲﻨﺒﻣ ﻞﻋﺎﻔﻟﺍ ﻢﺳﺇ: hp6t
ﻝﺍ-ﻡﻮﻳ-ﻞﺒﻗ ﻖﺑﺎﺴﻟﺍ ﻡﻮﻴﻟﺍ: txet
ﻲﻓﺮﻇ-ﻲﻫﺎﺠﺗﺍ-ﺔﻟﺎﺣ: tc6k
ﺮﻳﺎﻐﻤﻟﺍ-ﻲﻃﺮﺷ: ht6c
