0x003E mi 
0xE8E0 h8i7c 
0x10E0 h8i_m 
0x30E0 h8i_k 
0x50E0 h8i_p 
0x70E0 h8i_n 
0x90E0 h8i_s 
0xB0E0 h8i_t 
0xD0E0 h8i_f 
0xF0E0 h8i_c 
0x09E0 h8a7m 
0x29E0 h8a7k 
0x49E0 h8a7p 
0x69E0 h8a7n 
0x89E0 h8a7s 
0xA9E0 h8a7t 
0xC9E0 h8a7f 
0xE9E0 h8a7c 
0x11E0 h8a_m 
0x31E0 h8a_k 
0x51E0 h8a_p 
0x71E0 h8a_n 
0x91E0 h8a_s 
0xB1E0 h8a_t 
0xD1E0 h8a_f 
0xF1E0 h8a_c 
0x0AE0 h8u7m 
0x2AE0 h8u7k 
0x4AE0 h8u7p 
0x6AE0 h8u7n 
0x8AE0 h8u7s 
0xAAE0 h8u7t 
0xCAE0 h8u7f 
0xEAE0 h8u7c 
0x12E0 h8u_m 
0x32E0 h8u_k 
0x52E0 h8u_p 
0x72E0 h8u_n 
0x92E0 h8u_s 
0xB2E0 h8u_t 
0xD2E0 h8u_f 
0xF2E0 h8u_c 
0x0BE0 h8e7m 
0x2BE0 h8e7k 
0x4BE0 h8e7p 
0x6BE0 h8e7n 
0x8BE0 h8e7s 
0xABE0 h8e7t 
0xCBE0 h8e7f 
0xEBE0 h8e7c 
0x13E0 h8e_m 
0x33E0 h8e_k 
0x53E0 h8e_p 
0x73E0 h8e_n 
0x93E0 h8e_s 
0xB3E0 h8e_t 
0xD3E0 h8e_f 
0xF3E0 h8e_c 
0x0CE0 h8o7m 
0x2CE0 h8o7k 
0x4CE0 h8o7p 
0x6CE0 h8o7n 
0x8CE0 h8o7s 
0xACE0 h8o7t 
0xCCE0 h8o7f 
0xECE0 h8o7c 
0x14E0 h8o_m 
0x34E0 h8o_k 
0x54E0 h8o_p 
0x74E0 h8o_n 
0x94E0 h8o_s 
0xB4E0 h8o_t 
0xD4E0 h8o_f 
0xF4E0 h8o_c 
0x0DE0 h867m 
0x2DE0 h867k 
0x4DE0 h867p 
0x6DE0 h867n 
0x8DE0 h867s 
0xADE0 h867t 
0xCDE0 h867f 
0xEDE0 h867c 
0x15E0 h86_m 
0x35E0 h86_k 
0x55E0 h86_p 
0x75E0 h86_n 
0x95E0 h86_s 
0xB5E0 h86_t 
0xD5E0 h86_f 
0xF5E0 h86_c 
0x0001 myim 
0x2001 myik 
0x4001 myip 
0x6001 myin 
0x8001 myis 
0xA001 myit 
0xC001 myif 
0xE001 myic 
0x0101 myam 
0x2101 myak 
0x4101 myap 
0x6101 myan 
0x8101 myas 
0xA101 myat 
0xC101 myaf 
0xE101 myac 
0x0201 myum 
0x2201 myuk 
0x4201 myup 
0x6201 myun 
0x8201 myus 
0xA201 myut 
0xC201 myuf 
0xE201 myuc 
0x0301 myem 
0x2301 myek 
0x4301 myep 
0x6301 myen 
0x8301 myes 
0xA301 myet 
0xC301 myef 
0xE301 myec 
0x0401 myom 
0x2401 myok 
0x4401 myop 
0x6401 myon 
0x8401 myos 
0xA401 myot 
0xC401 myof 
0xE401 myoc 
0x0501 my6m 
0x2501 my6k 
0x4501 my6p 
0x6501 my6n 
0x8501 my6s 
0xA501 my6t 
0xC501 my6f 
0xE501 my6c 
0x0021 mwim 
0x2021 mwik 
0x4021 mwip 
0x6021 mwin 
0x8021 mwis 
0xA021 mwit 
0xC021 mwif 
0xE021 mwic 
0x0121 mwam 
0x2121 mwak 
0x4121 mwap 
0x6121 mwan 
0x8121 mwas 
0xA121 mwat 
0xC121 mwaf 
0xE121 mwac 
0x0221 mwum 
0x2221 mwuk 
0x4221 mwup 
0x6221 mwun 
0x8221 mwus 
0xA221 mwut 
0xC221 mwuf 
0xE221 mwuc 
0x0321 mwem 
0x2321 mwek 
0x4321 mwep 
0x6321 mwen 
0x8321 mwes 
0xA321 mwet 
0xC321 mwef 
0xE321 mwec 
0x0421 mwom 
0x2421 mwok 
0x4421 mwop 
0x6421 mwon 
0x8421 mwos 
0xA421 mwot 
0xC421 mwof 
0xE421 mwoc 
0x0521 mw6m 
0x2521 mw6k 
0x4521 mw6p 
0x6521 mw6n 
0x8521 mw6s 
0xA521 mw6t 
0xC521 mw6f 
0xE521 mw6c 
0x0061 mlim 
0x2061 mlik 
0x4061 mlip 
0x6061 mlin 
0x8061 mlis 
0xA061 mlit 
0xC061 mlif 
0xE061 mlic 
0x0161 mlam 
0x2161 mlak 
0x4161 mlap 
0x6161 mlan 
0x8161 mlas 
0xA161 mlat 
0xC161 mlaf 
0xE161 mlac 
0x0261 mlum 
0x2261 mluk 
0x4261 mlup 
0x6261 mlun 
0x8261 mlus 
0xA261 mlut 
0xC261 mluf 
0xE261 mluc 
0x0361 mlem 
0x2361 mlek 
0x4361 mlep 
0x6361 mlen 
0x8361 mles 
0xA361 mlet 
0xC361 mlef 
0xE361 mlec 
0x0461 mlom 
0x2461 mlok 
0x4461 mlop 
0x6461 mlon 
0x8461 mlos 
0xA461 mlot 
0xC461 mlof 
0xE461 mloc 
0x0561 ml6m 
0x2561 ml6k 
0x4561 ml6p 
0x6561 ml6n 
0x8561 ml6s 
0xA561 ml6t 
0xC561 ml6f 
0xE561 ml6c 
0x00C1 mrim 
0x20C1 mrik 
0x40C1 mrip 
0x60C1 mrin 
0x80C1 mris 
0xA0C1 mrit 
0xC0C1 mrif 
0xE0C1 mric 
0x01C1 mram 
0x21C1 mrak 
0x41C1 mrap 
0x61C1 mran 
0x81C1 mras 
0xA1C1 mrat 
0xC1C1 mraf 
0xE1C1 mrac 
0x02C1 mrum 
0x22C1 mruk 
0x42C1 mrup 
0x62C1 mrun 
0x82C1 mrus 
0xA2C1 mrut 
0xC2C1 mruf 
0xE2C1 mruc 
0x03C1 mrem 
0x23C1 mrek 
0x43C1 mrep 
0x63C1 mren 
0x83C1 mres 
0xA3C1 mret 
0xC3C1 mref 
0xE3C1 mrec 
0x04C1 mrom 
0x24C1 mrok 
0x44C1 mrop 
0x64C1 mron 
0x84C1 mros 
0xA4C1 mrot 
0xC4C1 mrof 
0xE4C1 mroc 
0x05C1 mr6m 
0x25C1 mr6k 
0x45C1 mr6p 
0x65C1 mr6n 
0x85C1 mr6s 
0xA5C1 mr6t 
0xC5C1 mr6f 
0xE5C1 mr6c 
0x0002 kyim 
0x2002 kyik 
0x4002 kyip 
0x6002 kyin 
0x8002 kyis 
0xA002 kyit 
0xC002 kyif 
0xE002 kyic 
0x0102 kyam 
0x2102 kyak 
0x4102 kyap 
0x6102 kyan 
0x8102 kyas 
0xA102 kyat 
0xC102 kyaf 
0xE102 kyac 
0x0202 kyum 
0x2202 kyuk 
0x4202 kyup 
0x6202 kyun 
0x8202 kyus 
0xA202 kyut 
0xC202 kyuf 
0xE202 kyuc 
0x0302 kyem 
0x2302 kyek 
0x4302 kyep 
0x6302 kyen 
0x8302 kyes 
0xA302 kyet 
0xC302 kyef 
0xE302 kyec 
0x0402 kyom 
0x2402 kyok 
0x4402 kyop 
0x6402 kyon 
0x8402 kyos 
0xA402 kyot 
0xC402 kyof 
0xE402 kyoc 
0x0502 ky6m 
0x2502 ky6k 
0x4502 ky6p 
0x6502 ky6n 
0x8502 ky6s 
0xA502 ky6t 
0xC502 ky6f 
0xE502 ky6c 
0x0022 kwim 
0x2022 kwik 
0x4022 kwip 
0x6022 kwin 
0x8022 kwis 
0xA022 kwit 
0xC022 kwif 
0xE022 kwic 
0x0122 kwam 
0x2122 kwak 
0x4122 kwap 
0x6122 kwan 
0x8122 kwas 
0xA122 kwat 
0xC122 kwaf 
0xE122 kwac 
0x0222 kwum 
0x2222 kwuk 
0x4222 kwup 
0x6222 kwun 
0x8222 kwus 
0xA222 kwut 
0xC222 kwuf 
0xE222 kwuc 
0x0322 kwem 
0x2322 kwek 
0x4322 kwep 
0x6322 kwen 
0x8322 kwes 
0xA322 kwet 
0xC322 kwef 
0xE322 kwec 
0x0422 kwom 
0x2422 kwok 
0x4422 kwop 
0x6422 kwon 
0x8422 kwos 
0xA422 kwot 
0xC422 kwof 
0xE422 kwoc 
0x0522 kw6m 
0x2522 kw6k 
0x4522 kw6p 
0x6522 kw6n 
0x8522 kw6s 
0xA522 kw6t 
0xC522 kw6f 
0xE522 kw6c 
0x0042 ksim 
0x2042 ksik 
0x4042 ksip 
0x6042 ksin 
0x8042 ksis 
0xA042 ksit 
0xC042 ksif 
0xE042 ksic 
0x0142 ksam 
0x2142 ksak 
0x4142 ksap 
0x6142 ksan 
0x8142 ksas 
0xA142 ksat 
0xC142 ksaf 
0xE142 ksac 
0x0242 ksum 
0x2242 ksuk 
0x4242 ksup 
0x6242 ksun 
0x8242 ksus 
0xA242 ksut 
0xC242 ksuf 
0xE242 ksuc 
0x0342 ksem 
0x2342 ksek 
0x4342 ksep 
0x6342 ksen 
0x8342 kses 
0xA342 kset 
0xC342 ksef 
0xE342 ksec 
0x0442 ksom 
0x2442 ksok 
0x4442 ksop 
0x6442 kson 
0x8442 ksos 
0xA442 ksot 
0xC442 ksof 
0xE442 ksoc 
0x0542 ks6m 
0x2542 ks6k 
0x4542 ks6p 
0x6542 ks6n 
0x8542 ks6s 
0xA542 ks6t 
0xC542 ks6f 
0xE542 ks6c 
0x0062 klim 
0x2062 klik 
0x4062 klip 
0x6062 klin 
0x8062 klis 
0xA062 klit 
0xC062 klif 
0xE062 klic 
0x0162 klam 
0x2162 klak 
0x4162 klap 
0x6162 klan 
0x8162 klas 
0xA162 klat 
0xC162 klaf 
0xE162 klac 
0x0262 klum 
0x2262 kluk 
0x4262 klup 
0x6262 klun 
0x8262 klus 
0xA262 klut 
0xC262 kluf 
0xE262 kluc 
0x0362 klem 
0x2362 klek 
0x4362 klep 
0x6362 klen 
0x8362 kles 
0xA362 klet 
0xC362 klef 
0xE362 klec 
0x0462 klom 
0x2462 klok 
0x4462 klop 
0x6462 klon 
0x8462 klos 
0xA462 klot 
0xC462 klof 
0xE462 kloc 
0x0562 kl6m 
0x2562 kl6k 
0x4562 kl6p 
0x6562 kl6n 
0x8562 kl6s 
0xA562 kl6t 
0xC562 kl6f 
0xE562 kl6c 
0x0082 kfim 
0x2082 kfik 
0x4082 kfip 
0x6082 kfin 
0x8082 kfis 
0xA082 kfit 
0xC082 kfif 
0xE082 kfic 
0x0182 kfam 
0x2182 kfak 
0x4182 kfap 
0x6182 kfan 
0x8182 kfas 
0xA182 kfat 
0xC182 kfaf 
0xE182 kfac 
0x0282 kfum 
0x2282 kfuk 
0x4282 kfup 
0x6282 kfun 
0x8282 kfus 
0xA282 kfut 
0xC282 kfuf 
0xE282 kfuc 
0x0382 kfem 
0x2382 kfek 
0x4382 kfep 
0x6382 kfen 
0x8382 kfes 
0xA382 kfet 
0xC382 kfef 
0xE382 kfec 
0x0482 kfom 
0x2482 kfok 
0x4482 kfop 
0x6482 kfon 
0x8482 kfos 
0xA482 kfot 
0xC482 kfof 
0xE482 kfoc 
0x0582 kf6m 
0x2582 kf6k 
0x4582 kf6p 
0x6582 kf6n 
0x8582 kf6s 
0xA582 kf6t 
0xC582 kf6f 
0xE582 kf6c 
0x00A2 kcim 
0x20A2 kcik 
0x40A2 kcip 
0x60A2 kcin 
0x80A2 kcis 
0xA0A2 kcit 
0xC0A2 kcif 
0xE0A2 kcic 
0x01A2 kcam 
0x21A2 kcak 
0x41A2 kcap 
0x61A2 kcan 
0x81A2 kcas 
0xA1A2 kcat 
0xC1A2 kcaf 
0xE1A2 kcac 
0x02A2 kcum 
0x22A2 kcuk 
0x42A2 kcup 
0x62A2 kcun 
0x82A2 kcus 
0xA2A2 kcut 
0xC2A2 kcuf 
0xE2A2 kcuc 
0x03A2 kcem 
0x23A2 kcek 
0x43A2 kcep 
0x63A2 kcen 
0x83A2 kces 
0xA3A2 kcet 
0xC3A2 kcef 
0xE3A2 kcec 
0x04A2 kcom 
0x24A2 kcok 
0x44A2 kcop 
0x64A2 kcon 
0x84A2 kcos 
0xA4A2 kcot 
0xC4A2 kcof 
0xE4A2 kcoc 
0x05A2 kc6m 
0x25A2 kc6k 
0x45A2 kc6p 
0x65A2 kc6n 
0x85A2 kc6s 
0xA5A2 kc6t 
0xC5A2 kc6f 
0xE5A2 kc6c 
0x00C2 krim 
0x20C2 krik 
0x40C2 krip 
0x60C2 krin 
0x80C2 kris 
0xA0C2 krit 
0xC0C2 krif 
0xE0C2 kric 
0x01C2 kram 
0x21C2 krak 
0x41C2 krap 
0x61C2 kran 
0x81C2 kras 
0xA1C2 krat 
0xC1C2 kraf 
0xE1C2 krac 
0x02C2 krum 
0x22C2 kruk 
0x42C2 krup 
0x62C2 krun 
0x82C2 krus 
0xA2C2 krut 
0xC2C2 kruf 
0xE2C2 kruc 
0x03C2 krem 
0x23C2 krek 
0x43C2 krep 
0x63C2 kren 
0x83C2 kres 
0xA3C2 kret 
0xC3C2 kref 
0xE3C2 krec 
0x04C2 krom 
0x24C2 krok 
0x44C2 krop 
0x64C2 kron 
0x84C2 kros 
0xA4C2 krot 
0xC4C2 krof 
0xE4C2 kroc 
0x05C2 kr6m 
0x25C2 kr6k 
0x45C2 kr6p 
0x65C2 kr6n 
0x85C2 kr6s 
0xA5C2 kr6t 
0xC5C2 kr6f 
0xE5C2 kr6c 
0x00E2 kxim 
0x20E2 kxik 
0x40E2 kxip 
0x60E2 kxin 
0x80E2 kxis 
0xA0E2 kxit 
0xC0E2 kxif 
0xE0E2 kxic 
0x01E2 kxam 
0x21E2 kxak 
0x41E2 kxap 
0x61E2 kxan 
0x81E2 kxas 
0xA1E2 kxat 
0xC1E2 kxaf 
0xE1E2 kxac 
0x02E2 kxum 
0x22E2 kxuk 
0x42E2 kxup 
0x62E2 kxun 
0x82E2 kxus 
0xA2E2 kxut 
0xC2E2 kxuf 
0xE2E2 kxuc 
0x03E2 kxem 
0x23E2 kxek 
0x43E2 kxep 
0x63E2 kxen 
0x83E2 kxes 
0xA3E2 kxet 
0xC3E2 kxef 
0xE3E2 kxec 
0x04E2 kxom 
0x24E2 kxok 
0x44E2 kxop 
0x64E2 kxon 
0x84E2 kxos 
0xA4E2 kxot 
0xC4E2 kxof 
0xE4E2 kxoc 
0x05E2 kx6m 
0x25E2 kx6k 
0x45E2 kx6p 
0x65E2 kx6n 
0x85E2 kx6s 
0xA5E2 kx6t 
0xC5E2 kx6f 
0xE5E2 kx6c 
0x0004 pyim 
0x2004 pyik 
0x4004 pyip 
0x6004 pyin 
0x8004 pyis 
0xA004 pyit 
0xC004 pyif 
0xE004 pyic 
0x0104 pyam 
0x2104 pyak 
0x4104 pyap 
0x6104 pyan 
0x8104 pyas 
0xA104 pyat 
0xC104 pyaf 
0xE104 pyac 
0x0204 pyum 
0x2204 pyuk 
0x4204 pyup 
0x6204 pyun 
0x8204 pyus 
0xA204 pyut 
0xC204 pyuf 
0xE204 pyuc 
0x0304 pyem 
0x2304 pyek 
0x4304 pyep 
0x6304 pyen 
0x8304 pyes 
0xA304 pyet 
0xC304 pyef 
0xE304 pyec 
0x0404 pyom 
0x2404 pyok 
0x4404 pyop 
0x6404 pyon 
0x8404 pyos 
0xA404 pyot 
0xC404 pyof 
0xE404 pyoc 
0x0504 py6m 
0x2504 py6k 
0x4504 py6p 
0x6504 py6n 
0x8504 py6s 
0xA504 py6t 
0xC504 py6f 
0xE504 py6c 
0x0024 pwim 
0x2024 pwik 
0x4024 pwip 
0x6024 pwin 
0x8024 pwis 
0xA024 pwit 
0xC024 pwif 
0xE024 pwic 
0x0124 pwam 
0x2124 pwak 
0x4124 pwap 
0x6124 pwan 
0x8124 pwas 
0xA124 pwat 
0xC124 pwaf 
0xE124 pwac 
0x0224 pwum 
0x2224 pwuk 
0x4224 pwup 
0x6224 pwun 
0x8224 pwus 
0xA224 pwut 
0xC224 pwuf 
0xE224 pwuc 
0x0324 pwem 
0x2324 pwek 
0x4324 pwep 
0x6324 pwen 
0x8324 pwes 
0xA324 pwet 
0xC324 pwef 
0xE324 pwec 
0x0424 pwom 
0x2424 pwok 
0x4424 pwop 
0x6424 pwon 
0x8424 pwos 
0xA424 pwot 
0xC424 pwof 
0xE424 pwoc 
0x0524 pw6m 
0x2524 pw6k 
0x4524 pw6p 
0x6524 pw6n 
0x8524 pw6s 
0xA524 pw6t 
0xC524 pw6f 
0xE524 pw6c 
0x0044 psim 
0x2044 psik 
0x4044 psip 
0x6044 psin 
0x8044 psis 
0xA044 psit 
0xC044 psif 
0xE044 psic 
0x0144 psam 
0x2144 psak 
0x4144 psap 
0x6144 psan 
0x8144 psas 
0xA144 psat 
0xC144 psaf 
0xE144 psac 
0x0244 psum 
0x2244 psuk 
0x4244 psup 
0x6244 psun 
0x8244 psus 
0xA244 psut 
0xC244 psuf 
0xE244 psuc 
0x0344 psem 
0x2344 psek 
0x4344 psep 
0x6344 psen 
0x8344 pses 
0xA344 pset 
0xC344 psef 
0xE344 psec 
0x0444 psom 
0x2444 psok 
0x4444 psop 
0x6444 pson 
0x8444 psos 
0xA444 psot 
0xC444 psof 
0xE444 psoc 
0x0544 ps6m 
0x2544 ps6k 
0x4544 ps6p 
0x6544 ps6n 
0x8544 ps6s 
0xA544 ps6t 
0xC544 ps6f 
0xE544 ps6c 
0x0064 plim 
0x2064 plik 
0x4064 plip 
0x6064 plin 
0x8064 plis 
0xA064 plit 
0xC064 plif 
0xE064 plic 
0x0164 plam 
0x2164 plak 
0x4164 plap 
0x6164 plan 
0x8164 plas 
0xA164 plat 
0xC164 plaf 
0xE164 plac 
0x0264 plum 
0x2264 pluk 
0x4264 plup 
0x6264 plun 
0x8264 plus 
0xA264 plut 
0xC264 pluf 
0xE264 pluc 
0x0364 plem 
0x2364 plek 
0x4364 plep 
0x6364 plen 
0x8364 ples 
0xA364 plet 
0xC364 plef 
0xE364 plec 
0x0464 plom 
0x2464 plok 
0x4464 plop 
0x6464 plon 
0x8464 plos 
0xA464 plot 
0xC464 plof 
0xE464 ploc 
0x0564 pl6m 
0x2564 pl6k 
0x4564 pl6p 
0x6564 pl6n 
0x8564 pl6s 
0xA564 pl6t 
0xC564 pl6f 
0xE564 pl6c 
0x0084 pfim 
0x2084 pfik 
0x4084 pfip 
0x6084 pfin 
0x8084 pfis 
0xA084 pfit 
0xC084 pfif 
0xE084 pfic 
0x0184 pfam 
0x2184 pfak 
0x4184 pfap 
0x6184 pfan 
0x8184 pfas 
0xA184 pfat 
0xC184 pfaf 
0xE184 pfac 
0x0284 pfum 
0x2284 pfuk 
0x4284 pfup 
0x6284 pfun 
0x8284 pfus 
0xA284 pfut 
0xC284 pfuf 
0xE284 pfuc 
0x0384 pfem 
0x2384 pfek 
0x4384 pfep 
0x6384 pfen 
0x8384 pfes 
0xA384 pfet 
0xC384 pfef 
0xE384 pfec 
0x0484 pfom 
0x2484 pfok 
0x4484 pfop 
0x6484 pfon 
0x8484 pfos 
0xA484 pfot 
0xC484 pfof 
0xE484 pfoc 
0x0584 pf6m 
0x2584 pf6k 
0x4584 pf6p 
0x6584 pf6n 
0x8584 pf6s 
0xA584 pf6t 
0xC584 pf6f 
0xE584 pf6c 
0x00A4 pcim 
0x20A4 pcik 
0x40A4 pcip 
0x60A4 pcin 
0x80A4 pcis 
0xA0A4 pcit 
0xC0A4 pcif 
0xE0A4 pcic 
0x01A4 pcam 
0x21A4 pcak 
0x41A4 pcap 
0x61A4 pcan 
0x81A4 pcas 
0xA1A4 pcat 
0xC1A4 pcaf 
0xE1A4 pcac 
0x02A4 pcum 
0x22A4 pcuk 
0x42A4 pcup 
0x62A4 pcun 
0x82A4 pcus 
0xA2A4 pcut 
0xC2A4 pcuf 
0xE2A4 pcuc 
0x03A4 pcem 
0x23A4 pcek 
0x43A4 pcep 
0x63A4 pcen 
0x83A4 pces 
0xA3A4 pcet 
0xC3A4 pcef 
0xE3A4 pcec 
0x04A4 pcom 
0x24A4 pcok 
0x44A4 pcop 
0x64A4 pcon 
0x84A4 pcos 
0xA4A4 pcot 
0xC4A4 pcof 
0xE4A4 pcoc 
0x05A4 pc6m 
0x25A4 pc6k 
0x45A4 pc6p 
0x65A4 pc6n 
0x85A4 pc6s 
0xA5A4 pc6t 
0xC5A4 pc6f 
0xE5A4 pc6c 
0x00C4 prim 
0x20C4 prik 
0x40C4 prip 
0x60C4 prin 
0x80C4 pris 
0xA0C4 prit 
0xC0C4 prif 
0xE0C4 pric 
0x01C4 pram 
0x21C4 prak 
0x41C4 prap 
0x61C4 pran 
0x81C4 pras 
0xA1C4 prat 
0xC1C4 praf 
0xE1C4 prac 
0x02C4 prum 
0x22C4 pruk 
0x42C4 prup 
0x62C4 prun 
0x82C4 prus 
0xA2C4 prut 
0xC2C4 pruf 
0xE2C4 pruc 
0x03C4 prem 
0x23C4 prek 
0x43C4 prep 
0x63C4 pren 
0x83C4 pres 
0xA3C4 pret 
0xC3C4 pref 
0xE3C4 prec 
0x04C4 prom 
0x24C4 prok 
0x44C4 prop 
0x64C4 pron 
0x84C4 pros 
0xA4C4 prot 
0xC4C4 prof 
0xE4C4 proc 
0x05C4 pr6m 
0x25C4 pr6k 
0x45C4 pr6p 
0x65C4 pr6n 
0x85C4 pr6s 
0xA5C4 pr6t 
0xC5C4 pr6f 
0xE5C4 pr6c 
0x00E4 pxim 
0x20E4 pxik 
0x40E4 pxip 
0x60E4 pxin 
0x80E4 pxis 
0xA0E4 pxit 
0xC0E4 pxif 
0xE0E4 pxic 
0x01E4 pxam 
0x21E4 pxak 
0x41E4 pxap 
0x61E4 pxan 
0x81E4 pxas 
0xA1E4 pxat 
0xC1E4 pxaf 
0xE1E4 pxac 
0x02E4 pxum 
0x22E4 pxuk 
0x42E4 pxup 
0x62E4 pxun 
0x82E4 pxus 
0xA2E4 pxut 
0xC2E4 pxuf 
0xE2E4 pxuc 
0x03E4 pxem 
0x23E4 pxek 
0x43E4 pxep 
0x63E4 pxen 
0x83E4 pxes 
0xA3E4 pxet 
0xC3E4 pxef 
0xE3E4 pxec 
0x04E4 pxom 
0x24E4 pxok 
0x44E4 pxop 
0x64E4 pxon 
0x84E4 pxos 
0xA4E4 pxot 
0xC4E4 pxof 
0xE4E4 pxoc 
0x05E4 px6m 
0x25E4 px6k 
0x45E4 px6p 
0x65E4 px6n 
0x85E4 px6s 
0xA5E4 px6t 
0xC5E4 px6f 
0xE5E4 px6c 
0x0006 nyim 
0x2006 nyik 
0x4006 nyip 
0x6006 nyin 
0x8006 nyis 
0xA006 nyit 
0xC006 nyif 
0xE006 nyic 
0x0106 nyam 
0x2106 nyak 
0x4106 nyap 
0x6106 nyan 
0x8106 nyas 
0xA106 nyat 
0xC106 nyaf 
0xE106 nyac 
0x0206 nyum 
0x2206 nyuk 
0x4206 nyup 
0x6206 nyun 
0x8206 nyus 
0xA206 nyut 
0xC206 nyuf 
0xE206 nyuc 
0x0306 nyem 
0x2306 nyek 
0x4306 nyep 
0x6306 nyen 
0x8306 nyes 
0xA306 nyet 
0xC306 nyef 
0xE306 nyec 
0x0406 nyom 
0x2406 nyok 
0x4406 nyop 
0x6406 nyon 
0x8406 nyos 
0xA406 nyot 
0xC406 nyof 
0xE406 nyoc 
0x0506 ny6m 
0x2506 ny6k 
0x4506 ny6p 
0x6506 ny6n 
0x8506 ny6s 
0xA506 ny6t 
0xC506 ny6f 
0xE506 ny6c 
0x0026 nwim 
0x2026 nwik 
0x4026 nwip 
0x6026 nwin 
0x8026 nwis 
0xA026 nwit 
0xC026 nwif 
0xE026 nwic 
0x0126 nwam 
0x2126 nwak 
0x4126 nwap 
0x6126 nwan 
0x8126 nwas 
0xA126 nwat 
0xC126 nwaf 
0xE126 nwac 
0x0226 nwum 
0x2226 nwuk 
0x4226 nwup 
0x6226 nwun 
0x8226 nwus 
0xA226 nwut 
0xC226 nwuf 
0xE226 nwuc 
0x0326 nwem 
0x2326 nwek 
0x4326 nwep 
0x6326 nwen 
0x8326 nwes 
0xA326 nwet 
0xC326 nwef 
0xE326 nwec 
0x0426 nwom 
0x2426 nwok 
0x4426 nwop 
0x6426 nwon 
0x8426 nwos 
0xA426 nwot 
0xC426 nwof 
0xE426 nwoc 
0x0526 nw6m 
0x2526 nw6k 
0x4526 nw6p 
0x6526 nw6n 
0x8526 nw6s 
0xA526 nw6t 
0xC526 nw6f 
0xE526 nw6c 
0x0066 nlim 
0x2066 nlik 
0x4066 nlip 
0x6066 nlin 
0x8066 nlis 
0xA066 nlit 
0xC066 nlif 
0xE066 nlic 
0x0166 nlam 
0x2166 nlak 
0x4166 nlap 
0x6166 nlan 
0x8166 nlas 
0xA166 nlat 
0xC166 nlaf 
0xE166 nlac 
0x0266 nlum 
0x2266 nluk 
0x4266 nlup 
0x6266 nlun 
0x8266 nlus 
0xA266 nlut 
0xC266 nluf 
0xE266 nluc 
0x0366 nlem 
0x2366 nlek 
0x4366 nlep 
0x6366 nlen 
0x8366 nles 
0xA366 nlet 
0xC366 nlef 
0xE366 nlec 
0x0466 nlom 
0x2466 nlok 
0x4466 nlop 
0x6466 nlon 
0x8466 nlos 
0xA466 nlot 
0xC466 nlof 
0xE466 nloc 
0x0566 nl6m 
0x2566 nl6k 
0x4566 nl6p 
0x6566 nl6n 
0x8566 nl6s 
0xA566 nl6t 
0xC566 nl6f 
0xE566 nl6c 
0x00C6 nrim 
0x20C6 nrik 
0x40C6 nrip 
0x60C6 nrin 
0x80C6 nris 
0xA0C6 nrit 
0xC0C6 nrif 
0xE0C6 nric 
0x01C6 nram 
0x21C6 nrak 
0x41C6 nrap 
0x61C6 nran 
0x81C6 nras 
0xA1C6 nrat 
0xC1C6 nraf 
0xE1C6 nrac 
0x02C6 nrum 
0x22C6 nruk 
0x42C6 nrup 
0x62C6 nrun 
0x82C6 nrus 
0xA2C6 nrut 
0xC2C6 nruf 
0xE2C6 nruc 
0x03C6 nrem 
0x23C6 nrek 
0x43C6 nrep 
0x63C6 nren 
0x83C6 nres 
0xA3C6 nret 
0xC3C6 nref 
0xE3C6 nrec 
0x04C6 nrom 
0x24C6 nrok 
0x44C6 nrop 
0x64C6 nron 
0x84C6 nros 
0xA4C6 nrot 
0xC4C6 nrof 
0xE4C6 nroc 
0x05C6 nr6m 
0x25C6 nr6k 
0x45C6 nr6p 
0x65C6 nr6n 
0x85C6 nr6s 
0xA5C6 nr6t 
0xC5C6 nr6f 
0xE5C6 nr6c 
0x0009 syim 
0x2009 syik 
0x4009 syip 
0x6009 syin 
0x8009 syis 
0xA009 syit 
0xC009 syif 
0xE009 syic 
0x0109 syam 
0x2109 syak 
0x4109 syap 
0x6109 syan 
0x8109 syas 
0xA109 syat 
0xC109 syaf 
0xE109 syac 
0x0209 syum 
0x2209 syuk 
0x4209 syup 
0x6209 syun 
0x8209 syus 
0xA209 syut 
0xC209 syuf 
0xE209 syuc 
0x0309 syem 
0x2309 syek 
0x4309 syep 
0x6309 syen 
0x8309 syes 
0xA309 syet 
0xC309 syef 
0xE309 syec 
0x0409 syom 
0x2409 syok 
0x4409 syop 
0x6409 syon 
0x8409 syos 
0xA409 syot 
0xC409 syof 
0xE409 syoc 
0x0509 sy6m 
0x2509 sy6k 
0x4509 sy6p 
0x6509 sy6n 
0x8509 sy6s 
0xA509 sy6t 
0xC509 sy6f 
0xE509 sy6c 
0x0029 swim 
0x2029 swik 
0x4029 swip 
0x6029 swin 
0x8029 swis 
0xA029 swit 
0xC029 swif 
0xE029 swic 
0x0129 swam 
0x2129 swak 
0x4129 swap 
0x6129 swan 
0x8129 swas 
0xA129 swat 
0xC129 swaf 
0xE129 swac 
0x0229 swum 
0x2229 swuk 
0x4229 swup 
0x6229 swun 
0x8229 swus 
0xA229 swut 
0xC229 swuf 
0xE229 swuc 
0x0329 swem 
0x2329 swek 
0x4329 swep 
0x6329 swen 
0x8329 swes 
0xA329 swet 
0xC329 swef 
0xE329 swec 
0x0429 swom 
